id,batch_id,event_type,target_temperature_c,target_stirrer_rpm,target_shake_speed_cpm,reason,created_at,previous_hash,event_hash
13379,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:45:13.541468856+00:00,,
13378,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:45:11.504704286+00:00,,
13377,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:45:09.463218056+00:00,,
13376,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:45:07.414681456+00:00,,
13375,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:45:05.364658+00:00,,
13374,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:45:03.296241259+00:00,,
13373,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:45:01.254556175+00:00,,
13372,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:59.212171727+00:00,,
13371,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:57.171037517+00:00,,
13370,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:55.132555420+00:00,,
13369,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:53.099153639+00:00,,
13368,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:51.046159298+00:00,,
13367,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:48.990128530+00:00,,
13366,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:46.938638022+00:00,,
13365,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:44.894620108+00:00,,
13364,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:42.851994297+00:00,,
13363,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:40.798591451+00:00,,
13362,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:38.759038985+00:00,,
13361,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:36.705560275+00:00,,
13360,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:34.645954149+00:00,,
13359,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:32.602148827+00:00,,
13358,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:30.552019660+00:00,,
13357,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:28.495029576+00:00,,
13356,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:26.436193338+00:00,,
13355,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:24.392401407+00:00,,
13354,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:22.345127273+00:00,,
13353,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:19.236862818+00:00,,
13352,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:17.174234436+00:00,,
13351,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:15.127035435+00:00,,
13350,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:13.088161663+00:00,,
13349,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:10.931925095+00:00,,
13348,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:08.885577920+00:00,,
13347,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:06.836929995+00:00,,
13346,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:04.789834661+00:00,,
13345,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:02.735580856+00:00,,
13344,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:44:00.700116433+00:00,,
13343,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:58.659382551+00:00,,
13342,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:56.621663658+00:00,,
13341,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:54.554017911+00:00,,
13340,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:52.489531335+00:00,,
13339,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:50.445173893+00:00,,
13338,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:48.396393689+00:00,,
13337,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:46.352279873+00:00,,
13336,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:44.295475418+00:00,,
13335,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:42.245654227+00:00,,
13334,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:40.179532279+00:00,,
13333,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:38.135141630+00:00,,
13332,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:36.074989234+00:00,,
13331,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:34.014047440+00:00,,
13330,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:31.957542725+00:00,,
13329,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:29.918132417+00:00,,
13328,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:27.866741065+00:00,,
13327,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:25.831994331+00:00,,
13326,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:23.797097006+00:00,,
13325,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:21.746149779+00:00,,
13324,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:19.673943591+00:00,,
13323,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:17.631060370+00:00,,
13322,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:15.586769382+00:00,,
13321,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:13.550752446+00:00,,
13320,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:11.498397298+00:00,,
13319,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:09.425368957+00:00,,
13318,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:07.384090544+00:00,,
13317,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:05.067714780+00:00,,
13316,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:03.024448659+00:00,,
13315,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:43:00.984325421+00:00,,
13314,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:58.922493425+00:00,,
13313,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:56.880984300+00:00,,
13312,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:54.822785991+00:00,,
13311,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:52.750826125+00:00,,
13310,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:50.525254397+00:00,,
13309,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:48.471933117+00:00,,
13308,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:46.423526391+00:00,,
13307,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:44.358800170+00:00,,
13306,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:42.305867061+00:00,,
13305,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:40.257016235+00:00,,
13304,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:38.207400389+00:00,,
13303,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:36.156181540+00:00,,
13302,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:34.113799533+00:00,,
13301,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:32.076103119+00:00,,
13300,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:30.036494281+00:00,,
13299,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:27.984539048+00:00,,
13298,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:25.940357344+00:00,,
13297,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:23.883789366+00:00,,
13296,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:21.843641013+00:00,,
13295,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:19.575524230+00:00,,
13294,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:17.534337407+00:00,,
13293,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:15.485754280+00:00,,
13292,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:13.446361732+00:00,,
13291,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:11.392340515+00:00,,
13290,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:09.341232959+00:00,,
13289,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:07.297736579+00:00,,
13288,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:05.240720554+00:00,,
13287,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:03.188133845+00:00,,
13286,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:42:01.131825816+00:00,,
13285,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:59.071777930+00:00,,
13284,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:57.032911961+00:00,,
13283,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:54.968979689+00:00,,
13282,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:52.928568574+00:00,,
13281,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:50.831587524+00:00,,
13280,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:48.774326161+00:00,,
13279,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:46.727446097+00:00,,
13278,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:44.432705826+00:00,,
13277,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:42.373141284+00:00,,
13276,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:40.304605589+00:00,,
13275,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:38.265001441+00:00,,
13274,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:36.198671153+00:00,,
13273,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:34.151334399+00:00,,
13272,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:32.115574833+00:00,,
13271,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:30.065817517+00:00,,
13270,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:27.966500738+00:00,,
13269,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:25.858606654+00:00,,
13268,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:23.802052656+00:00,,
13267,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:21.762330528+00:00,,
13266,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:19.699171096+00:00,,
13265,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:17.651667635+00:00,,
13264,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:15.611429282+00:00,,
13263,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:13.551509878+00:00,,
13262,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:11.507832020+00:00,,
13261,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:09.450556368+00:00,,
13260,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:07.406886431+00:00,,
13259,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:05.362386032+00:00,,
13258,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:03.319333745+00:00,,
13257,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:41:01.272546176+00:00,,
13256,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:59.229035249+00:00,,
13255,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:57.173492447+00:00,,
13254,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:55.130366603+00:00,,
13253,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:53.090923130+00:00,,
13252,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:50.984592888+00:00,,
13251,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:48.915419244+00:00,,
13250,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:46.872271178+00:00,,
13249,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:44.793391155+00:00,,
13248,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:42.711817727+00:00,,
13247,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:40.664549046+00:00,,
13246,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:38.597708196+00:00,,
13245,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:36.540234965+00:00,,
13244,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:34.485355139+00:00,,
13243,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:32.431620703+00:00,,
13242,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:30.395993450+00:00,,
13241,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:28.353925644+00:00,,
13240,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:26.047902772+00:00,,
13239,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:23.995099280+00:00,,
13238,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:21.899418737+00:00,,
13237,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:19.847037204+00:00,,
13236,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:17.796551649+00:00,,
13235,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:15.734230351+00:00,,
13234,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:13.682308740+00:00,,
13233,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:10.264648341+00:00,,
13232,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:08.202180129+00:00,,
13231,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:06.147134028+00:00,,
13230,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:04.095503646+00:00,,
13229,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:40:02.046726836+00:00,,
13228,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:59.989706262+00:00,,
13227,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:57.940137115+00:00,,
13226,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:55.886008144+00:00,,
13225,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:53.844411390+00:00,,
13224,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:51.806625026+00:00,,
13223,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:49.757057029+00:00,,
13222,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:47.717294392+00:00,,
13221,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:45.660643432+00:00,,
13220,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:43.244964926+00:00,,
13219,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:41.190441409+00:00,,
13218,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:39.133226650+00:00,,
13217,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:37.079246871+00:00,,
13216,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:35.034127504+00:00,,
13215,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:32.982764536+00:00,,
13214,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:30.927517023+00:00,,
13213,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:28.880026565+00:00,,
13212,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:26.817094208+00:00,,
13211,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:24.754389551+00:00,,
13210,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:22.721334889+00:00,,
13209,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:20.662172593+00:00,,
13208,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:18.627301317+00:00,,
13207,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:16.536264423+00:00,,
13206,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:14.173388058+00:00,,
13205,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:12.117340303+00:00,,
13204,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:10.075910444+00:00,,
13203,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:08.014553566+00:00,,
13202,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:05.919142180+00:00,,
13201,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:03.859729296+00:00,,
13200,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:39:01.806919477+00:00,,
13199,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:59.769835179+00:00,,
13198,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:57.708957206+00:00,,
13197,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:55.659738203+00:00,,
13196,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:53.608379220+00:00,,
13195,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:51.566987449+00:00,,
13194,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:49.517201115+00:00,,
13193,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:47.483276479+00:00,,
13192,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:45.410881135+00:00,,
13191,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:43.047427794+00:00,,
13190,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:41.005103854+00:00,,
13189,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:38.942336292+00:00,,
13188,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:36.877619331+00:00,,
13187,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:34.815944720+00:00,,
13186,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:32.097311060+00:00,,
13185,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:30.014423312+00:00,,
13184,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:27.973780501+00:00,,
13183,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:25.924081588+00:00,,
13182,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:23.884548343+00:00,,
13181,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:21.830261787+00:00,,
13180,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:19.784064385+00:00,,
13179,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:17.745673903+00:00,,
13178,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:15.700419692+00:00,,
13177,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:13.649457092+00:00,,
13176,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:11.595966806+00:00,,
13175,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:09.527780818+00:00,,
13174,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:07.236856918+00:00,,
13173,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:05.185260343+00:00,,
13172,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:03.128694314+00:00,,
13171,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:38:01.081028824+00:00,,
13170,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:59.039168134+00:00,,
13169,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:56.454711492+00:00,,
13168,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:54.411624265+00:00,,
13167,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:52.349898549+00:00,,
13166,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:50.297643757+00:00,,
13165,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:48.245533456+00:00,,
13164,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:46.193477697+00:00,,
13163,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:44.153685536+00:00,,
13162,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:42.116614004+00:00,,
13161,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:40.023931320+00:00,,
13160,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:37.988126502+00:00,,
13159,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:35.944009004+00:00,,
13158,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:33.906358901+00:00,,
13157,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:31.844872335+00:00,,
13156,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:29.799086760+00:00,,
13155,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:27.722913424+00:00,,
13154,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:25.676841423+00:00,,
13153,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:23.645205865+00:00,,
13152,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:21.595527863+00:00,,
13151,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:19.541789499+00:00,,
13150,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:17.501010062+00:00,,
13149,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:15.460145924+00:00,,
13148,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:13.417899017+00:00,,
13147,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:11.341011438+00:00,,
13146,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:09.299345999+00:00,,
13145,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:07.126626041+00:00,,
13144,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:04.937076409+00:00,,
13143,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:02.884485436+00:00,,
13142,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:37:00.785992228+00:00,,
13141,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:58.743078768+00:00,,
13140,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:56.705154972+00:00,,
13139,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:54.648747383+00:00,,
13138,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:52.605920777+00:00,,
13137,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:50.571807101+00:00,,
13136,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:48.506696553+00:00,,
13135,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:46.470326899+00:00,,
13134,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:44.408648867+00:00,,
13133,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:42.348989139+00:00,,
13132,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:40.291883666+00:00,,
13131,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:38.245458747+00:00,,
13130,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:35.926204390+00:00,,
13129,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:33.887907952+00:00,,
13128,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:31.830718940+00:00,,
13127,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:29.783485907+00:00,,
13126,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:27.699850444+00:00,,
13125,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:25.647553097+00:00,,
13124,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:23.585388018+00:00,,
13123,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:21.532090917+00:00,,
13122,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:19.489154483+00:00,,
13121,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:17.435567114+00:00,,
13120,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:15.399856322+00:00,,
13119,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:13.361305362+00:00,,
13118,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:11.303170840+00:00,,
13117,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:09.217314382+00:00,,
13116,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:07.167047721+00:00,,
13115,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:05.115079239+00:00,,
13114,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:03.062634998+00:00,,
13113,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:36:00.987222254+00:00,,
13112,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:35:58.937290722+00:00,,
13111,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:35:56.886116781+00:00,,
13110,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:35:54.826787219+00:00,,
13109,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:35:52.779314832+00:00,,
13108,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:35:50.714044367+00:00,,
13107,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:35:48.652682252+00:00,,
13106,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:35:46.599093148+00:00,,
13105,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:35:44.557826419+00:00,,
13104,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:35:42.501685798+00:00,,
13103,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:35:40.451981102+00:00,,
13102,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:35:38.379314569+00:00,,
13101,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:35:36.334416207+00:00,,
13100,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:35:34.273680347+00:00,,
13099,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:35:32.212097349+00:00,,
13098,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:35:30.168391367+00:00,,
13097,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:35:28.116613971+00:00,,
13096,86,device_write,106,560,34,auto control within configured safety limits,2026-05-24T11:35:26.075355950+00:00,,
